direccion|precio_uf|metros_cuadrados|dormitorios|banios|estaciones_de_metro_tmin|estaciones_de_metro_tmax|estaciones_de_metro_tavg|estaciones_de_metro_dmin|estaciones_de_metro_dmax|estaciones_de_metro_davg|paraderos_tmin|paraderos_tmax|paraderos_tavg|paraderos_dmin|paraderos_dmax|paraderos_davg|jardines_infantiles_tmin|jardines_infantiles_tmax|jardines_infantiles_tavg|jardines_infantiles_dmin|jardines_infantiles_dmax|jardines_infantiles_davg|colegios_tmin|colegios_tmax|colegios_tavg|colegios_dmin|colegios_dmax|colegios_davg|universidades_tmin|universidades_tmax|universidades_tavg|universidades_dmin|universidades_dmax|universidades_davg|plazas_tmin|plazas_tmax|plazas_tavg|plazas_dmin|plazas_dmax|plazas_davg|supermercados_tmin|supermercados_tmax|supermercados_tavg|supermercados_dmin|supermercados_dmax|supermercados_davg|farmacias_tmin|farmacias_tmax|farmacias_tavg|farmacias_dmin|farmacias_dmax|farmacias_davg|centros_comerciales_tmin|centros_comerciales_tmax|centros_comerciales_tavg|centros_comerciales_dmin|centros_comerciales_dmax|centros_comerciales_davg|clinicas_tmin|clinicas_tmax|clinicas_tavg|clinicas_dmin|clinicas_dmax|clinicas_davg|hospitales_tmin|hospitales_tmax|hospitales_tavg|hospitales_dmin|hospitales_dmax|hospitales_davg
San Francisco, Parque O'Higgins, Santiago, RM (Metropolitana)|2070|34|1|1|4.0|4.0|4.0|278.0|278.0|278.0|2.0|2.0|2.0|118.0|147.0|131.0|5.0|13.0|10.2|358.0|999.0|799.0|0.0|4.0|2.4|23.0|282.0|181.0|9.0|9.0|9.0|674.0|674.0|674.0|7.0|12.0|9.5|574.0|936.0|755.0|6.0|12.0|8.7|464.0|934.0|685.3|5.0|12.0|8.0|411.0|920.0|621.0|||||||9.0|13.0|11.0|723.0|984.0|857.3|8.0|10.0|9.0|631.0|804.0|717.5
Avenida España 300 - 600, Santiago, Chile, Barrio República, Santiago, RM (Metropolitana)|3000|45|2|2|12.0|12.0|12.0|924.0|956.0|940.0|0.0|3.0|2.2|37.0|258.0|190.0|7.0|8.0|7.4|526.0|636.0|580.0|2.0|4.0|3.0|133.0|287.0|223.8|2.0|5.0|3.2|184.0|420.0|268.8|7.0|13.0|10.6|559.0|987.0|816.0|7.0|11.0|8.8|555.0|834.0|684.2|8.0|12.0|11.0|621.0|972.0|866.0|9.0|12.0|10.0|704.0|954.0|794.3|10.0|10.0|10.0|804.0|804.0|804.0||||||
Merced Con Mac Iver, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1950|22|1|1|5.0|13.0|8.8|400.0|984.0|693.0|2.0|2.0|2.0|184.0|184.0|184.0|5.0|12.0|9.6|425.0|922.0|740.4|5.0|12.0|8.6|398.0|966.0|688.6|4.0|12.0|6.0|304.0|967.0|475.0|7.0|9.0|8.4|581.0|729.0|676.0|2.0|8.0|3.6|146.0|634.0|279.8|2.0|3.0|2.8|181.0|270.0|247.0|4.0|6.0|5.0|341.0|477.0|409.0|2.0|11.0|8.0|189.0|833.0|616.6||||||
Metro Irarrazabal, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2460|38|2|1|5.0|11.0|8.0|411.0|858.0|634.5|2.0|3.0|2.8|125.0|253.0|211.8|10.0|12.0|11.0|786.0|942.0|864.0|2.0|6.0|3.4|146.0|487.0|268.2|||||||5.0|9.0|6.2|418.0|678.0|488.0|7.0|10.0|8.2|511.0|777.0|643.0|3.0|5.0|3.4|212.0|377.0|270.0|||||||9.0|9.0|9.0|667.0|667.0|667.0||||||
Eyzaguirre, 771, San Diego, Santiago, RM (Metropolitana)|1600|25|1|1|7.0|12.0|9.5|554.0|908.0|731.0|3.0|3.0|3.0|209.0|249.0|232.8|3.0|11.0|7.0|268.0|837.0|555.0|2.0|11.0|8.2|194.0|863.0|661.6|9.0|13.0|11.2|733.0|986.0|882.0|2.0|8.0|5.2|137.0|662.0|411.8|9.0|12.0|10.8|677.0|958.0|845.6|2.0|8.0|5.2|170.0|615.0|402.4|||||||6.0|12.0|10.0|488.0|960.0|796.3|11.0|11.0|11.0|842.0|842.0|842.0
Lord Cochrane 184, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|4301|61|2|2|6.0|11.0|9.6|489.0|873.0|760.6|2.0|3.0|2.5|160.0|265.0|217.8|3.0|10.0|6.8|242.0|805.0|521.8|4.0|5.0|4.3|273.0|403.0|317.0|3.0|4.0|3.8|268.0|349.0|310.0|5.0|8.0|5.8|379.0|626.0|462.4|4.0|7.0|5.8|309.0|525.0|445.0|3.0|6.0|4.0|231.0|491.0|321.8|5.0|7.0|6.0|417.0|532.0|474.5|3.0|9.0|6.4|259.0|673.0|515.6||||||
Metro Los Héroes, Amoblado, Barrio Brasil, Santiago, RM (Metropolitana)|2250|30|1|1|8.0|13.0|10.0|626.0|999.0|763.3|4.0|5.0|4.2|310.0|362.0|329.0|2.0|10.0|6.6|148.0|795.0|507.6|4.0|5.0|4.5|303.0|419.0|356.5|2.0|3.0|2.2|167.0|222.0|192.5|3.0|5.0|3.8|269.0|387.0|324.2|2.0|12.0|9.6|158.0|924.0|749.0|4.0|8.0|6.0|343.0|609.0|467.8|||||||8.0|11.0|9.8|630.0|858.0|764.8||||||
Moneda, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2850|65|2|1|7.0|12.0|8.5|571.0|911.0|676.8|2.0|4.0|3.4|183.0|349.0|270.6|3.0|10.0|8.2|220.0|791.0|641.2|4.0|6.0|5.2|300.0|467.0|402.2|5.0|6.0|5.8|375.0|487.0|452.4|4.0|7.0|6.2|287.0|580.0|482.0|4.0|11.0|7.2|350.0|842.0|566.6|2.0|5.0|4.0|167.0|371.0|304.0|11.0|12.0|11.3|860.0|955.0|897.7|5.0|11.0|7.8|352.0|858.0|603.8||||||
Chiloe, 1295, Parque O'Higgins, Santiago, RM (Metropolitana)|1962|49|2|1|9.0|9.0|9.0|718.0|718.0|718.0|2.0|4.0|3.2|121.0|304.0|233.2|9.0|11.0|10.0|694.0|823.0|771.0|4.0|7.0|5.6|347.0|520.0|444.4|||||||2.0|11.0|6.5|123.0|859.0|491.0|2.0|11.0|6.7|172.0|850.0|513.3|6.0|10.0|8.0|503.0|795.0|626.8|||||||6.0|6.0|6.0|491.0|491.0|491.0|8.0|10.0|9.0|589.0|742.0|665.5
Barrio San Borja, Santiago, RM (Metropolitana)|3900|60|3|2|3.0|12.0|7.6|271.0|899.0|603.8|2.0|3.0|2.2|126.0|205.0|165.0|4.0|8.0|6.2|341.0|663.0|502.8|4.0|6.0|5.2|350.0|455.0|404.8|4.0|6.0|5.0|318.0|493.0|404.2|2.0|6.0|4.6|170.0|452.0|352.6|3.0|7.0|5.6|211.0|538.0|427.4|4.0|6.0|5.0|332.0|430.0|386.2|8.0|12.0|10.6|660.0|911.0|822.8|2.0|10.0|6.4|148.0|777.0|500.0|2.0|10.0|5.7|127.0|763.0|427.7
Eleuterio Ramirez/ Serrano/ San Francisco, Bulnes, Santiago, RM (Metropolitana)|3604|71|2|2|7.0|12.0|9.7|520.0|959.0|748.7|2.0|4.0|3.6|134.0|351.0|290.2|3.0|8.0|5.8|231.0|652.0|473.0|7.0|9.0|8.0|509.0|738.0|625.6|7.0|10.0|8.8|568.0|785.0|700.8|5.0|8.0|6.8|405.0|594.0|515.0|5.0|7.0|5.8|364.0|508.0|440.2|3.0|5.0|4.2|264.0|411.0|337.6|7.0|13.0|10.5|551.0|996.0|817.2|6.0|12.0|9.5|459.0|917.0|735.8|7.0|7.0|7.0|566.0|566.0|566.0
Depto A Pasos Del Metro Bellas Artes 1d/1b Con Bodega, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2100|36|1|1|0.0|10.0|7.2|19.0|796.0|570.0|2.0|3.0|2.8|125.0|248.0|194.0|8.0|13.0|10.5|657.0|992.0|824.5|4.0|8.0|6.0|310.0|634.0|472.0|5.0|10.0|7.2|421.0|779.0|566.8|5.0|9.0|7.4|376.0|741.0|583.2|3.0|8.0|5.0|220.0|644.0|405.8|3.0|5.0|3.6|195.0|380.0|266.8|8.0|11.0|9.2|595.0|851.0|697.4|5.0|12.0|8.8|373.0|946.0|680.0|12.0|12.0|12.0|942.0|942.0|942.0
Barrio Yungay, Barrio Yungay, Santiago, RM (Metropolitana)|3790|73|3|2|7.0|7.0|7.0|511.0|518.0|514.5|4.0|5.0|4.6|277.0|402.0|348.6|5.0|12.0|7.4|356.0|945.0|575.0|3.0|5.0|4.0|262.0|380.0|321.4|9.0|11.0|10.4|697.0|851.0|791.2|6.0|8.0|6.8|452.0|591.0|530.2|9.0|13.0|11.3|715.0|984.0|872.7|6.0|9.0|7.0|456.0|728.0|546.0|9.0|9.0|9.0|687.0|737.0|706.7|10.0|12.0|11.0|769.0|973.0|871.0||||||
Cómodo Dpto 1d 1b 1b - Santa Lucia!, Bulnes, Santiago, RM (Metropolitana)|2153|44|1|1|7.0|12.0|9.5|584.0|912.0|750.8|2.0|4.0|3.4|127.0|344.0|261.6|3.0|6.0|4.8|227.0|485.0|371.8|5.0|8.0|6.2|377.0|588.0|478.6|7.0|12.0|9.6|551.0|960.0|758.2|4.0|8.0|6.6|346.0|646.0|526.2|4.0|6.0|4.4|291.0|498.0|352.4|2.0|4.0|2.8|122.0|294.0|208.0|5.0|11.0|8.6|368.0|857.0|678.8|8.0|11.0|9.4|654.0|889.0|753.0|5.0|12.0|8.5|416.0|910.0|663.0
Estupendo Precio Y Ubicación, Santa Isabel, Santiago, RM (Metropolitana)|2850|35|1|1|11.0|11.0|11.0|875.0|875.0|875.0|3.0|4.0|3.8|228.0|322.0|288.0|5.0|7.0|5.4|408.0|543.0|445.2|2.0|9.0|4.4|185.0|720.0|356.4|0.0|12.0|6.2|8.0|913.0|479.8|3.0|6.0|4.4|212.0|482.0|341.4|2.0|12.0|8.0|177.0|940.0|631.8|7.0|8.0|7.8|515.0|659.0|607.4|12.0|12.0|12.0|942.0|942.0|942.0|6.0|9.0|7.7|493.0|665.0|584.3|3.0|10.0|6.3|272.0|793.0|521.0
Catedral 1885, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)|1795|24|1|1|6.0|7.0|6.5|477.0|579.0|528.0|2.0|3.0|2.7|126.0|265.0|205.7|2.0|7.0|3.8|124.0|570.0|305.0|3.0|6.0|4.8|263.0|471.0|378.6|3.0|11.0|8.0|234.0|835.0|620.8|5.0|6.0|5.2|352.0|499.0|414.6|0.0|13.0|8.4|3.0|986.0|648.6|5.0|8.0|6.4|358.0|592.0|496.4|||||||12.0|12.0|12.0|938.0|938.0|938.0||||||
General Gana 900 - 1200, Santiago, Chile, Franklin - Biobío, Santiago, RM (Metropolitana)|2590|48|2|2|9.0|12.0|10.4|704.0|963.0|819.6|2.0|4.0|3.0|151.0|288.0|234.6|4.0|9.0|6.0|323.0|690.0|459.6|3.0|7.0|5.0|219.0|521.0|390.8|||||||6.0|10.0|8.8|472.0|794.0|683.8|4.0|12.0|8.3|322.0|959.0|659.3|2.0|5.0|3.4|186.0|409.0|279.2|5.0|9.0|7.0|423.0|666.0|544.5|||||||12.0|12.0|12.0|960.0|960.0|960.0
Lira 297, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2899|47|2|2|12.0|12.0|12.0|936.0|936.0|936.0|2.0|5.0|3.6|142.0|395.0|276.8|2.0|9.0|6.8|163.0|682.0|525.2|5.0|7.0|6.0|364.0|583.0|466.4|2.0|10.0|5.4|136.0|774.0|413.4|0.0|7.0|3.8|34.0|561.0|300.6|6.0|10.0|8.0|432.0|782.0|620.6|5.0|8.0|6.8|417.0|653.0|545.0|||||||4.0|11.0|7.8|335.0|883.0|614.5|5.0|12.0|8.0|360.0|915.0|612.2
Se Vende Precioso Departamento 2d/2b/bx/bd Metro Santa Isabe, Barrio Diez de Julio, Santiago, RM (Metropolitana)|3400|52|2|2|||||||3.0|4.0|3.8|249.0|328.0|290.0|4.0|10.0|7.2|330.0|749.0|573.5|4.0|8.0|5.8|316.0|616.0|459.2|6.0|12.0|8.8|478.0|910.0|669.0|4.0|8.0|6.6|335.0|623.0|518.0|8.0|10.0|9.0|589.0|787.0|686.2|8.0|12.0|10.0|618.0|974.0|779.8|||||||8.0|12.0|10.0|641.0|951.0|796.0|11.0|12.0|11.5|860.0|917.0|888.5
Eyzaguirre 819, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|1650|27|1|1|6.0|12.0|9.0|465.0|971.0|718.0|2.0|4.0|2.8|178.0|299.0|219.2|4.0|10.0|6.8|278.0|747.0|531.6|4.0|10.0|8.6|284.0|794.0|667.6|8.0|12.0|10.5|643.0|918.0|836.2|2.0|8.0|4.8|130.0|622.0|362.6|8.0|11.0|9.8|587.0|868.0|754.6|2.0|7.0|4.8|155.0|525.0|379.0|12.0|12.0|12.0|972.0|972.0|972.0|5.0|11.0|9.0|398.0|870.0|706.7|11.0|11.0|11.0|885.0|885.0|885.0
Departamento Venta 2d1b1e 1bod,san Pablo, Barrio Brasil, Santiago, RM (Metropolitana)|2400|47|2|1|10.0|10.0|10.0|762.0|801.0|781.5|2.0|3.0|2.2|157.0|257.0|190.8|4.0|7.0|5.6|291.0|548.0|422.4|3.0|5.0|4.4|216.0|384.0|338.2|3.0|9.0|6.0|268.0|713.0|490.5|3.0|9.0|7.0|206.0|720.0|547.6|7.0|12.0|9.0|526.0|931.0|682.0|2.0|10.0|6.4|187.0|749.0|489.4||||||||||||||||||
Parque Forestal, Barrio Lastarria, Santiago, RM (Metropolitana)|18900|412|4|3|3.0|12.0|9.0|267.0|943.0|698.2|2.0|3.0|2.4|124.0|231.0|176.8|12.0|12.0|12.0|901.0|905.0|903.0|6.0|13.0|10.4|503.0|981.0|825.0|7.0|9.0|8.4|573.0|711.0|643.8|4.0|8.0|6.2|304.0|616.0|484.2|6.0|8.0|7.6|467.0|640.0|584.6|2.0|7.0|5.4|147.0|579.0|418.4|8.0|12.0|10.4|616.0|963.0|818.4|7.0|12.0|10.2|528.0|959.0|802.2|11.0|11.0|11.0|825.0|825.0|825.0
Villavicencio, Santiago, Chile, Barrio Lastarria, Santiago, RM (Metropolitana)|3172|42|1|1|5.0|10.0|8.0|419.0|748.0|623.2|3.0|4.0|3.8|261.0|339.0|316.2|10.0|12.0|11.0|805.0|974.0|889.5|10.0|12.0|10.8|806.0|969.0|857.0|5.0|9.0|7.8|401.0|717.0|608.6|2.0|6.0|4.6|132.0|486.0|355.4|6.0|12.0|9.4|468.0|906.0|708.2|3.0|8.0|6.2|214.0|643.0|478.6|6.0|12.0|10.0|463.0|966.0|796.7|10.0|12.0|10.8|785.0|898.0|847.0|8.0|8.0|8.0|653.0|653.0|653.0
Rosas 2599, Barrio Yungay, Santiago, RM (Metropolitana)|1600|30|1|1|9.0|9.0|9.0|676.0|676.0|676.0|2.0|4.0|3.5|159.0|332.0|278.5|6.0|12.0|8.8|499.0|904.0|679.0|4.0|5.0|4.6|305.0|424.0|379.0|||||||3.0|9.0|6.0|269.0|725.0|497.0|4.0|12.0|7.6|330.0|899.0|589.4|5.0|9.0|7.0|355.0|670.0|532.8|||||||3.0|3.0|3.0|235.0|235.0|235.0||||||
Barrio San Borja, Santiago, RM (Metropolitana)|5800|65|3|2|2.0|13.0|7.8|179.0|977.0|610.6|0.0|2.0|1.5|6.0|175.0|113.0|9.0|12.0|10.6|724.0|937.0|832.6|6.0|11.0|9.4|478.0|889.0|751.0|2.0|9.0|6.0|162.0|682.0|464.8|3.0|6.0|4.4|231.0|451.0|343.4|3.0|11.0|7.8|228.0|860.0|607.8|6.0|7.0|6.6|454.0|571.0|517.6|8.0|12.0|10.0|590.0|942.0|767.2|7.0|12.0|10.2|553.0|969.0|800.2|5.0|11.0|8.0|414.0|868.0|641.0
Santa Isabel 765, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|1850|35|1|1|6.0|6.0|6.0|485.0|485.0|485.0|2.0|4.0|2.6|134.0|318.0|208.6|4.0|10.0|6.4|299.0|810.0|513.6|4.0|11.0|8.8|303.0|849.0|675.8|9.0|12.0|10.4|673.0|917.0|797.0|4.0|6.0|4.4|298.0|497.0|348.4|7.0|11.0|9.6|581.0|863.0|762.0|2.0|8.0|5.4|147.0|639.0|430.6|12.0|12.0|12.0|966.0|966.0|966.0|8.0|13.0|10.7|617.0|978.0|813.7|9.0|9.0|9.0|676.0|676.0|676.0
San Diego 1344, Dpto.1602, Est. 2091. Santiago, Santiago, RM (Metropolitana)|1877|0|1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Argomedo 315, 8330373 Santiago, Región Metropolitana, Chile, Santa Isabel, Santiago, RM (Metropolitana)|1900|37|1|1|9.0|9.0|9.0|702.0|702.0|702.0|2.0|4.0|2.8|131.0|349.0|213.0|2.0|11.0|8.2|143.0|838.0|625.0|2.0|6.0|4.8|127.0|493.0|368.0|4.0|12.0|9.8|331.0|918.0|768.6|5.0|9.0|7.2|399.0|714.0|574.4|2.0|11.0|6.5|120.0|824.0|483.0|2.0|8.0|4.6|145.0|644.0|364.4|||||||5.0|12.0|9.7|354.0|956.0|755.0|11.0|11.0|11.0|848.0|848.0|848.0
Eleuterio Ramírez 600 - 900, Santiago, Región Metropolitana, Chile, San Diego, Santiago, RM (Metropolitana)|1680|36|1|1|10.0|10.0|10.0|771.0|800.0|785.5|2.0|4.0|3.0|154.0|346.0|236.0|3.0|6.0|5.0|271.0|445.0|390.4|3.0|8.0|5.8|230.0|658.0|462.4|4.0|12.0|8.0|289.0|960.0|627.2|2.0|7.0|4.8|177.0|528.0|365.0|5.0|9.0|7.2|385.0|731.0|570.6|6.0|7.0|6.4|470.0|584.0|525.6|10.0|11.0|10.5|801.0|830.0|815.5|9.0|13.0|11.0|738.0|975.0|849.6|4.0|10.0|7.0|287.0|781.0|534.0
Eleuterio Ramirez / Serrano, Bulnes, Santiago, RM (Metropolitana)|1800|29|1|1|7.0|12.0|9.8|545.0|963.0|776.2|3.0|5.0|4.2|266.0|421.0|344.0|3.0|9.0|5.8|255.0|672.0|456.6|5.0|9.0|7.0|428.0|722.0|569.6|8.0|10.0|9.4|602.0|809.0|727.2|5.0|8.0|6.8|429.0|618.0|525.2|4.0|7.0|5.0|342.0|512.0|398.4|2.0|5.0|3.2|132.0|419.0|260.6|5.0|12.0|9.4|419.0|910.0|739.0|6.0|12.0|9.4|483.0|940.0|733.4|8.0|8.0|8.0|603.0|603.0|603.0
Av Portugal, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2700|37|1|1|8.0|8.0|8.0|638.0|638.0|638.0|2.0|4.0|3.0|172.0|332.0|258.0|11.0|11.0|11.0|864.0|864.0|864.0|3.0|6.0|4.2|211.0|503.0|319.0|10.0|10.0|10.0|775.0|775.0|775.0|7.0|11.0|9.2|572.0|893.0|737.2|8.0|10.0|8.8|607.0|800.0|689.4|4.0|9.0|7.6|315.0|704.0|592.6|||||||3.0|9.0|6.7|222.0|669.0|496.7||||||
Metro Moneda, Bulnes, Santiago, RM (Metropolitana)|2380|49|2|1|6.0|11.0|9.6|493.0|877.0|761.4|2.0|3.0|2.8|164.0|261.0|219.8|3.0|10.0|6.8|237.0|809.0|522.8|2.0|5.0|3.2|118.0|408.0|266.5|3.0|4.0|3.8|273.0|345.0|307.8|5.0|8.0|5.8|383.0|630.0|466.6|4.0|7.0|5.8|313.0|529.0|449.2|3.0|6.0|4.0|235.0|495.0|324.0|5.0|7.0|6.0|422.0|536.0|479.0|3.0|9.0|6.4|263.0|669.0|516.4||||||
Lord Cochrane 1 - 300, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|3190|57|2|2|7.0|9.0|8.0|578.0|709.0|646.7|3.0|4.0|3.5|215.0|320.0|263.5|3.0|10.0|6.2|248.0|818.0|490.6|2.0|5.0|3.8|174.0|368.0|300.2|2.0|5.0|3.8|125.0|428.0|309.8|6.0|7.0|6.6|441.0|579.0|526.4|6.0|8.0|7.0|473.0|597.0|541.2|4.0|6.0|5.4|334.0|506.0|432.6|7.0|9.0|8.0|582.0|696.0|639.0|3.0|10.0|7.4|263.0|802.0|597.6||||||
Carmen, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2450|42|2|1|5.0|5.0|5.0|424.0|424.0|424.0|3.0|4.0|3.7|265.0|320.0|292.0|12.0|12.0|12.0|934.0|934.0|934.0|4.0|6.0|5.0|288.0|473.0|381.0|2.0|2.0|2.0|143.0|143.0|143.0|6.0|6.0|6.0|453.0|453.0|453.0|||||||8.0|13.0|11.0|657.0|975.0|865.0|||||||4.0|12.0|7.8|308.0|922.0|590.8|4.0|4.0|4.0|299.0|299.0|299.0
¡departamento Cerca De Metro En Sgto. Centro!, Santa Isabel, Santiago, RM (Metropolitana)|1900|36|1|1|||||||2.0|5.0|3.4|159.0|369.0|262.0|4.0|11.0|7.8|326.0|833.0|590.0|5.0|7.0|5.8|369.0|571.0|456.2|6.0|11.0|8.0|433.0|866.0|629.2|4.0|6.0|5.2|322.0|498.0|407.0|8.0|13.0|9.4|612.0|992.0|729.2|8.0|10.0|9.0|641.0|778.0|710.8|||||||9.0|12.0|10.5|664.0|932.0|798.0|9.0|12.0|10.5|700.0|940.0|820.0
General Mackenna 1555, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2500|30|1|1|8.0|8.0|8.0|625.0|641.0|633.0|3.0|4.0|3.2|219.0|337.0|259.0|5.0|12.0|9.6|364.0|903.0|731.0|4.0|9.0|6.8|279.0|708.0|512.2|6.0|10.0|8.0|460.0|754.0|607.0|4.0|6.0|5.0|304.0|501.0|399.4|9.0|12.0|11.4|710.0|960.0|890.6|8.0|10.0|9.0|586.0|779.0|686.2|||||||12.0|12.0|12.0|949.0|949.0|949.0||||||
Carmen 1 - 300, Santiago, Chile, Santa Isabel, Santiago, Rm (metropolitana) Ver Información De La Zona, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3500|65|3|2|4.0|13.0|8.4|276.0|991.0|638.2|0.0|2.0|1.0|39.0|122.0|80.5|5.0|11.0|6.6|361.0|876.0|520.0|3.0|5.0|4.5|235.0|404.0|354.8|5.0|7.0|6.0|368.0|578.0|458.5|3.0|5.0|4.0|202.0|420.0|318.6|2.0|11.0|6.6|128.0|872.0|508.2|2.0|2.0|2.0|141.0|170.0|155.5|8.0|13.0|11.0|604.0|991.0|838.5|3.0|10.0|7.2|227.0|810.0|568.0||||||
Avenida Presidente Balmaceda, Parque Los Reyes, Santiago, RM (Metropolitana)|1900|35|1|1|12.0|12.0|12.0|953.0|953.0|953.0|3.0|6.0|4.4|207.0|503.0|358.8|3.0|11.0|8.8|247.0|878.0|686.0|3.0|9.0|5.2|240.0|700.0|412.0|6.0|11.0|8.5|481.0|866.0|673.5|7.0|10.0|8.0|511.0|785.0|598.5|13.0|13.0|13.0|998.0|998.0|998.0|10.0|12.0|11.0|797.0|959.0|878.0||||||||||||||||||
Av Ricardo Cumming / Av Presidente Balmaceda, Parque Los Reyes, Santiago, RM (Metropolitana)|2285|36|1|1|||||||2.0|4.0|3.3|177.0|283.0|244.7|2.0|11.0|6.4|142.0|846.0|500.0|4.0|10.0|8.4|319.0|818.0|662.4|||||||6.0|12.0|8.7|505.0|906.0|678.0|9.0|9.0|9.0|725.0|725.0|725.0|8.0|10.0|8.7|595.0|815.0|675.3||||||||||||||||||
Centro Histórico de Santiago, Santiago, RM (Metropolitana)|15200|275|3|3|3.0|11.0|8.6|238.0|859.0|672.0|0.0|2.0|1.5|9.0|184.0|131.2|8.0|8.0|8.0|628.0|628.0|628.0|8.0|11.0|9.5|634.0|877.0|755.5|3.0|13.0|6.0|230.0|979.0|458.8|5.0|10.0|8.4|369.0|766.0|645.6|4.0|6.0|5.0|318.0|498.0|393.4|2.0|5.0|4.2|171.0|394.0|321.4|5.0|9.0|7.0|399.0|733.0|556.0|6.0|9.0|7.6|487.0|726.0|610.4||||||
Eleuterio Ramírez 740, San Diego, Santiago, RM (Metropolitana)|2000|14|1|1|10.0|13.0|11.0|753.0|999.0|856.7|2.0|5.0|3.2|181.0|400.0|261.2|4.0|6.0|5.2|318.0|492.0|418.6|4.0|8.0|6.4|277.0|624.0|493.2|4.0|12.0|9.0|336.0|966.0|723.2|3.0|7.0|5.0|224.0|575.0|412.0|6.0|9.0|7.4|432.0|684.0|561.4|6.0|7.0|6.2|458.0|517.0|486.6|10.0|13.0|11.3|783.0|991.0|874.3|9.0|13.0|11.0|691.0|986.0|859.0|4.0|11.0|7.5|334.0|828.0|581.0
Carmen 566, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2900|48|2|2|12.0|12.0|12.0|974.0|974.0|974.0|3.0|5.0|4.0|225.0|388.0|308.2|3.0|10.0|7.2|260.0|767.0|575.4|5.0|7.0|6.4|405.0|578.0|501.4|5.0|11.0|7.8|367.0|885.0|604.2|3.0|6.0|4.8|255.0|497.0|383.2|7.0|12.0|9.6|549.0|925.0|742.2|8.0|10.0|9.0|636.0|753.0|693.0|||||||8.0|11.0|9.5|639.0|865.0|752.0|8.0|11.0|9.5|633.0|873.0|753.0
(fnb) Santa Elena Esquina Vicuña Mackenna, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|5100|67|2|2|10.0|10.0|10.0|756.0|756.0|756.0|3.0|3.0|3.0|246.0|267.0|256.5|||||||9.0|9.0|9.0|665.0|711.0|684.8|||||||5.0|9.0|7.7|385.0|701.0|592.0|10.0|11.0|10.3|802.0|891.0|833.0|8.0|12.0|10.4|637.0|967.0|812.8|||||||9.0|13.0|11.0|707.0|997.0|852.0||||||
Almirante Latorre, Ejército - Toesca, Santiago, RM (Metropolitana)|3150|47|2|1|5.0|13.0|9.3|386.0|992.0|714.0|2.0|5.0|3.6|148.0|359.0|286.4|4.0|9.0|6.4|348.0|676.0|506.8|2.0|6.0|4.8|190.0|484.0|384.2|3.0|5.0|3.8|207.0|353.0|287.8|2.0|7.0|4.4|178.0|509.0|337.2|4.0|11.0|6.2|310.0|875.0|500.8|5.0|7.0|5.6|357.0|565.0|440.4|10.0|10.0|10.0|814.0|814.0|814.0|7.0|12.0|9.0|533.0|938.0|702.0||||||
Argomedo, 190, Santa Isabel, Santiago, RM (Metropolitana)|2775|41|2|1|7.0|13.0|10.0|518.0|980.0|749.0|2.0|3.0|2.5|164.0|229.0|199.5|4.0|10.0|8.0|330.0|802.0|631.8|3.0|4.0|3.4|228.0|318.0|278.4|7.0|13.0|10.8|517.0|989.0|835.8|6.0|9.0|7.8|461.0|672.0|582.8|2.0|9.0|4.8|149.0|711.0|378.2|2.0|6.0|3.8|178.0|473.0|292.6|||||||7.0|13.0|10.0|541.0|988.0|770.0|11.0|11.0|11.0|843.0|881.0|862.0
Ejército - Toesca, Santiago, RM (Metropolitana)|3300|55|1|1|5.0|5.0|5.0|407.0|407.0|407.0|2.0|4.0|3.0|156.0|320.0|223.2|4.0|5.0|4.2|296.0|425.0|344.0|2.0|8.0|5.0|136.0|626.0|374.8|2.0|6.0|4.2|176.0|465.0|324.8|4.0|7.0|5.4|325.0|574.0|439.2|7.0|8.0|7.3|556.0|657.0|596.7|3.0|10.0|5.8|195.0|799.0|451.5|||||||6.0|7.0|6.5|449.0|513.0|481.0||||||
Maipú 600 - 900, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)|1300|53|2|1|10.0|10.0|10.0|776.0|776.0|776.0|2.0|5.0|3.6|146.0|396.0|275.0|8.0|13.0|11.0|602.0|986.0|841.0|4.0|7.0|6.2|299.0|564.0|472.4|||||||6.0|6.0|6.0|462.0|462.0|462.0|2.0|10.0|6.4|145.0|793.0|506.8|2.0|12.0|6.4|183.0|897.0|503.8|||||||9.0|9.0|9.0|716.0|716.0|716.0|11.0|11.0|11.0|826.0|826.0|826.0
